grupo,tempo_em_dias,n_risco,n_evento,n_censura,survival_prob,hazard_step,tempo_anos,n_inicial,tempo_max_dias
GERAL,11806,2309676,91,835,0.22538982016041054,3.9399465552744196e-05,32.323066392881586,67175202,49086
GERAL,11807,2308750,331,823,0.2253575065576068,0.0001433676231727125,32.32580424366872,67175202,49086
GERAL,11808,2307596,356,4,0.22532273995533564,0.0001542731049975819,32.328542094455855,67175202,49086
GERAL,11809,2307236,401,3,0.22528357863039009,0.00017380103292424356,32.33127994524298,67175202,49086
GERAL,11810,2306832,280,6,0.22525623402878212,0.00012137858326917608,32.33401779603012,67175202,49086
GERAL,11811,2306546,278,657,0.22522908467513383,0.00012052653621475575,32.336755646817245,67175202,49086
GERAL,11812,2305611,97,795,0.22521960899982976,4.207127741843702e-05,32.33949349760438,67175202,49086
GERAL,11813,2304719,79,699,0.22521188903522193,3.427749760382936e-05,32.342231348391515,67175202,49086
GERAL,11814,2303941,342,748,0.22517845828936078,0.00014844130123123814,32.34496919917864,67175202,49086
GERAL,11815,2302851,341,722,0.22514511446716967,0.00014807731807225044,32.34770704996578,67175202,49086
GERAL,11816,2301788,373,6,0.22510863016553276,0.00016204793838529003,32.35044490075291,67175202,49086
GERAL,11817,2301409,315,8,0.225077818945753,0.00013687267234985175,32.35318275154004,67175202,49086
GERAL,11818,2301086,297,833,0.2250487682661057,0.00012906949153573575,32.355920602327174,67175202,49086
GERAL,11819,2299956,99,807,0.2250390811990234,4.304430171707633e-05,32.3586584531143,67175202,49086
GERAL,11820,2299050,85,786,0.2250307611007646,3.6971792696983536e-05,32.36139630390144,67175202,49086
GERAL,11821,2298179,301,2,0.22500128808796127,0.00013097326187385753,32.36413415468857,67175202,49086
GERAL,11822,2297876,375,487,0.22496456918623073,0.000163194184542595,32.3668720054757,67175202,49086
GERAL,11823,2297014,363,0,0.22492901775353827,0.00015803125274813302,32.369609856262834,67175202,49086
GERAL,11824,2296651,313,36,0.22489836321240125,0.00013628539991491958,32.37234770704997,67175202,49086
GERAL,11825,2296302,303,753,0.2248686875843465,0.00013195128515325946,32.375085557837096,67175202,49086
GERAL,11826,2295246,99,427,0.2248589884061012,4.313263153492044e-05,32.37782340862423,67175202,49086
GERAL,11827,2294720,114,792,0.2248478175771206,4.967926370101799e-05,32.380561259411365,67175202,49086
GERAL,11828,2293814,313,885,0.2248171362023877,0.0001364539583418708,32.38329911019849,67175202,49086
GERAL,11829,2292616,367,722,0.22478114766833476,0.0001600791410336489,32.38603696098563,67175202,49086
GERAL,11830,2291527,360,2,0.22474583444132037,0.00015710048365129452,32.388774811772755,67175202,49086
GERAL,11831,2291165,277,6,0.2247186628512602,0.00012089919320520347,32.39151266255989,67175202,49086
GERAL,11832,2290882,270,720,0.22469217783851408,0.00011785853658110719,32.394250513347025,67175202,49086
GERAL,11833,2289892,106,853,0.22468177674935755,4.629039273467919e-05,32.39698836413415,67175202,49086
GERAL,11834,2288933,95,789,0.22467245154464813,4.150405450924077e-05,32.39972621492129,67175202,49086
GERAL,11835,2288049,300,848,0.22464299337506197,0.0001311160731260563,32.40246406570842,67175202,49086
GERAL,11836,2286901,368,735,0.22460684462110977,0.00016091645418844105,32.40520191649555,67175202,49086
GERAL,11837,2285798,378,8,0.2245697016245428,0.00016536894336244935,32.407939767282684,67175202,49086
GERAL,11838,2285412,289,3,0.22454130383728627,0.00012645422357106728,32.41067761806981,67175202,49086
GERAL,11839,2285120,253,733,0.2245164434580192,0.00011071628623442095,32.41341546885695,67175202,49086
GERAL,11840,2284134,129,785,0.22450376354466642,5.64765464723173e-05,32.41615331964408,67175202,49086
GERAL,11841,2283220,98,730,0.22449412743039474,4.2921838456215344e-05,32.41889117043121,67175202,49086
GERAL,11842,2282392,236,4,0.2244709146719932,0.00010340029232489424,32.421629021218344,67175202,49086
GERAL,11843,2282152,269,388,0.22444445601540647,0.00011787120226873583,32.42436687200548,67175202,49086
GERAL,11844,2281495,335,9,0.22441150004015112,0.00014683354554798498,32.427104722792606,67175202,49086
GERAL,11845,2281151,313,19,0.2243807082164128,0.00013721143405237093,32.42984257357974,67175202,49086
GERAL,11846,2280819,273,700,0.22435385122629517,0.00011969384681555178,32.43258042436687,67175202,49086
GERAL,11847,2279846,103,794,0.22434371525804278,4.517849012608746e-05,32.435318275154,67175202,49086
GERAL,11848,2278949,100,708,0.22433387108358963,4.387987620609325e-05,32.43805612594114,67175202,49086
GERAL,11849,2278141,296,738,0.22430472327147408,0.00012993050035094402,32.440793976728266,67175202,49086
GERAL,11850,2277107,334,702,0.2242718228510842,0.0001466773410296486,32.4435318275154,67175202,49086
GERAL,11851,2276071,347,26,0.22423763133310023,0.00015245570107435137,32.446269678302535,67175202,49086
GERAL,11852,2275698,300,3,0.22420807060518294,0.00013182768539586536,32.44900752908966,67175202,49086
GERAL,11853,2275395,286,1000,0.22417988934074617,0.00012569246218788386,32.4517453798768,67175202,49086
GERAL,11854,2274109,97,850,0.22417032715649465,4.265406803279878e-05,32.45448323066393,67175202,49086
GERAL,11855,2273162,100,704,0.22416046554842817,4.399158528956581e-05,32.45722108145106,67175202,49086
GERAL,11856,2272358,317,868,0.2241291945657842,0.00013950266639323558,32.459958932238195,67175202,49086
GERAL,11857,2271173,332,781,0.22409643136694563,0.00014617996955758103,32.46269678302532,67175202,49086
GERAL,11858,2270060,412,26,0.2240557594332861,0.00018149300018501714,32.46543463381246,67175202,49086
GERAL,11859,2269622,319,6,0.22402426793943414,0.0001405520390620112,32.46817248459959,67175202,49086
GERAL,11860,2269297,278,633,0.22399682386909556,0.00012250489909430102,32.47091033538672,67175202,49086
GERAL,11861,2268386,105,837,0.22398645541041778,4.628841828507141e-05,32.473648186173854,67175202,49086
GERAL,11862,2267444,102,836,0.22397637947537732,4.498457293763374e-05,32.47638603696099,67175202,49086
GERAL,11863,2266506,281,837,0.22394861102356975,0.0001239793761851943,32.479123887748116,67175202,49086
GERAL,11864,2265388,370,731,0.2239120340724785,0.0001633274300031606,32.48186173853525,67175202,49086
GERAL,11865,2264287,385,5,0.2238739619848333,0.00017003144919349887,32.48459958932238,67175202,49086
GERAL,11866,2263897,307,8,0.22384360313620663,0.00013560687610787947,32.48733744010951,67175202,49086
GERAL,11867,2263582,264,881,0.22381749641189624,0.00011662930700102757,32.49007529089665,67175202,49086
GERAL,11868,2262437,106,842,0.22380701008471027,4.685213334117149e-05,32.492813141683776,67175202,49086
GERAL,11869,2261489,117,832,0.22379543124431797,5.1735825378765936e-05,32.49555099247091,67175202,49086
GERAL,11870,2260540,326,848,0.22376315696003826,0.00014421332955842409,32.498288843258045,67175202,49086
GERAL,11871,2259366,369,923,0.22372661192708732,0.00016332015264459144,32.50102669404517,67175202,49086
GERAL,11872,2258074,330,10,0.22369391601812422,0.0001461422433454351,32.50376454483231,67175202,49086
GERAL,11873,2257734,284,6,0.22366577759608286,0.00012578984061009844,32.506502395619435,67175202,49086
GERAL,11874,2257444,281,759,0.22363793633689572,0.00012447706343989042,32.50924024640657,67175202,49086
GERAL,11875,2256404,85,858,0.22362951177082127,3.767055899564085e-05,32.511978097193705,67175202,49086
GERAL,11876,2255461,92,716,0.22362038994823916,4.07898873002016e-05,32.51471594798083,67175202,49086
GERAL,11877,2254653,294,4,0.2235912305189856,0.00013039700565896392,32.51745379876797,67175202,49086
GERAL,11878,2254355,303,286,0.22356117840082,0.00013440651538910244,32.5201916495551,67175202,49086
GERAL,11879,2253766,326,17,0.22352884099571285,0.00014464678231901625,32.52292950034223,67175202,49086
GERAL,11880,2253423,301,11,0.22349898322771292,0.00013357456633752296,32.525667351129364,67175202,49086
GERAL,11881,2253111,295,784,0.22346972048830407,0.000130930078455966,32.5284052019165,67175202,49086
GERAL,11882,2252032,89,912,0.22346088899517988,3.9519864726611346e-05,32.53114305270363,67175202,49086
GERAL,11883,2251031,114,1223,0.22344957216242836,5.0643460707560225e-05,32.53388090349076,67175202,49086
GERAL,11884,2249694,362,811,0.22341361671910018,0.00016091077275398342,32.53661875427789,67175202,49086
GERAL,11885,2248521,135,856,0.22340020308486813,6.0039465942279394e-05,32.539356605065024,67175202,49086
GERAL,11886,2247530,369,6,0.22336352518738142,0.00016418023341178983,32.54209445585216,67175202,49086
GERAL,11887,2247155,305,5,0.22333320868710346,0.00013572717502797983,32.544832306639286,67175202,49086
GERAL,11888,2246845,265,709,0.2233068680626714,0.0001179431602981069,32.54757015742642,67175202,49086
GERAL,11889,2245871,92,839,0.22329772050617247,4.096406249512995e-05,32.550308008213555,67175202,49086
GERAL,11890,2244940,91,843,0.22328866899808494,4.0535604515042717e-05,32.55304585900068,67175202,49086
GERAL,11891,2244006,292,840,0.22325961368747194,0.00013012442925731927,32.55578370978782,67175202,49086
GERAL,11892,2242874,330,730,0.2232267649083979,0.00014713265212401588,32.558521560574945,67175202,49086
GERAL,11893,2241814,339,8,0.22319300926528748,0.0001512168270873498,32.56125941136208,67175202,49086
GERAL,11894,2241467,311,4,0.22316204158836808,0.00013874841788882013,32.563997262149215,67175202,49086
GERAL,11895,2241152,267,828,0.22313545514304706,0.00011913515906105432,32.56673511293634,67175202,49086
GERAL,11896,2240057,97,768,0.22312579282679848,4.330246953537343e-05,32.56947296372348,67175202,49086
GERAL,11897,2239192,113,839,0.2231145328657994,5.046463188507283e-05,32.57221081451061,67175202,49086
GERAL,11898,2238240,323,808,0.22308233524887017,0.00014430981485452857,32.57494866529774,67175202,49086
GERAL,11899,2237109,340,724,0.22304843077931386,0.00015198186588136743,32.577686516084874,67175202,49086
GERAL,11900,2236045,330,18,0.22301551284512328,0.00014758200304555588,32.580424366872,67175202,49086
GERAL,11901,2235697,336,6,0.2229819961331914,0.00015028870191264738,32.58316221765914,67175202,49086
GERAL,11902,2235355,262,746,0.22295586100790396,0.00011720733395814088,32.58590006844627,67175202,49086
GERAL,11903,2234347,93,712,0.2229465809385711,4.162289921842937e-05,32.5886379192334,67175202,49086
GERAL,11904,2233542,98,674,0.2229367988234678,4.3876497509337185e-05,32.591375770020534,67175202,49086
GERAL,11905,2232770,246,712,0.22291223630582804,0.00011017704465753301,32.59411362080767,67175202,49086
GERAL,11906,2231812,305,585,0.22288177306247542,0.00013666025632983424,32.596851471594796,67175202,49086
GERAL,11907,2230922,335,6,0.22284830466063263,0.00015016213027618179,32.59958932238193,67175202,49086
GERAL,11908,2230581,295,4,0.22281883240659886,0.0001322525386883507,32.602327173169066,67175202,49086
GERAL,11909,2230282,261,671,0.22279275690795872,0.00011702555999644888,32.60506502395619,67175202,49086
GERAL,11910,2229350,73,611,0.22278546156570458,3.2744970507098483e-05,32.60780287474333,67175202,49086
GERAL,11911,2228666,87,682,0.22277676473308983,3.9036804976609326e-05,32.610540725530456,67175202,49086
GERAL,11912,2227897,337,822,0.2227430666897265,0.00015126372538766379,32.61327857631759,67175202,49086
GERAL,11913,2226738,326,693,0.22271045654891025,0.00014640249548891697,32.616016427104725,67175202,49086
GERAL,11914,2225719,396,414,0.22267083189692438,0.0001779200339306085,32.61875427789185,67175202,49086
GERAL,11915,2224909,318,3,0.22263900617976326,0.00014292719387624394,32.62149212867899,67175202,49086
GERAL,11916,2224588,287,620,0.2226102829308859,0.00012901265312947836,32.62422997946612,67175202,49086
GERAL,11917,2223681,98,756,0.2226004722576251,4.407106954639627e-05,32.62696783025325,67175202,49086
GERAL,11918,2222827,95,753,0.2225909586765572,4.273836875294389e-05,32.629705681040384,67175202,49086
GERAL,11919,2221979,280,862,0.2225629091457428,0.00012601379220955733,32.63244353182751,67175202,49086
GERAL,11920,2220837,355,780,0.22252733254433227,0.0001598496422745118,32.63518138261465,67175202,49086
