grupo,n,taxa_evento,score_medio,roc_auc,pr_auc,brier,threshold_alto_risco,flagged_rate_alto_risco,precision_alto_risco,recall_alto_risco,f2_alto_risco,lift_alto_risco
0,621881,0.0683040646039998,0.06330496320022705,0.6904678886946045,0.13393603011057842,0.06163185617874083,0.11677631578947369,0.10258715091794089,0.16757841277803032,0.2516891494220402,0.22872852527759355,2.453417871243597
1,37177,0.021814562767302363,0.02291958465362044,0.6412726437269863,0.03471714676653681,0.021279443961172595,0.11677631578947369,0.0003765769158350593,0.07142857142857142,0.0012330456226880395,0.001534683855125844,3.2743526510480887
